numero_uai,denomination_principale,dénomination complémentaire,code_postal_uai,localité_acheminement,departement,nature_uai,nature libellé,Ministère tutelle 
0340311D,ETABLISSEMENT HOSPITALIER,,34240,COMBES,034,200,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE
0340381E,ETABLISSEMENT HOSPITALIER,PAUL COSTE FLORET,34240,LAMALOU LES BAINS,034,200,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE
0340725D,ETABLISSEMENT HOSPITALIER,CTRE D ASTHMOLOGIE DU SOMAIL,34220,ST PONS DE THOMIERES,034,200,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE
0341394F,ETABLISSEMENT HOSPITALIER,SAINT ELOI / SVC M.P.E.A.,34295,MONTPELLIER CEDEX 5,034,200,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE
0341591V,ETABLISSEMENT HOSPITALIER,,34240,COMBES,034,200,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE
0341604J,ETABLISSEMENT HOSPITALIER,S.M.P.E.A. PEYRE PLANTADE,34295,MONTPELLIER CEDEX 5,034,200,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE
0341641Z,ETABLISSEMENT HOSPITALIER,CLI SR CHARLES SERV PROF JEAN,34000,MONTPELLIER,034,200,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE
0341693F,ETABLISSEMENT HOSPITALIER,ST ELOI SCE PROF VISIER,34059,,034,200,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE
0341694G,ETABLISSEMENT HOSPITALIER,ST CHARLES SCE PROF POUS,34059,,034,200,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE
0341721L,INSTITUT CANCER DE MONTPELLIER,VAL D'AURELLE,34001,MONTPELLIER CEDEX 1,034,200,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE
0341737D,ETABLISSEMENT HOSPITALIER,SVC PEDIATRIE   PEDO-PSYCHIATR,34525,BEZIERS CEDEX,034,200,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE
0341852D,ETABLISSEMENT HOSPITALIER,LAPEYRONIE SV.ORTHOP.INFANTILE,34295,MONTPELLIER CEDEX 5,034,200,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE
0341880J,CTRE HOSPITALIER ARNAUD VILLEN,UNITE ENSEIGNEMENT CHRU MONTP,34295,MONTPELLIER CEDEX 5,034,200,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE
0342047R,ETS HOSPITALIER DE JOUR,ESPACE BASAGLIA,34200,SETE,034,200,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE
0350690K,UNITE PEDAGOGIQUE,CENTRE REY-LEROUX SSR,35340,LA BOUEXIERE,035,200,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE
0351044V,SERVICE D ENSEIGNEMENT,CHS ECOLE BOIS PERRIN,35703,RENNES CEDEX 7,035,200,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE
0351938S,CTRE HOSPITALIER SPECIALISE,LE PLACIS VERT,35235,THORIGNE FOUILLARD,035,200,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE
0352156D,CENTRE HOSPITALIER,UNITE PEDAGOGIQUE,35403,ST MALO CEDEX,035,200,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE
0352273F,CENTRE HOSPITALIER,BROUSSAIS UNITE FONCT ADOLESC,35403,ST MALO CEDEX,035,200,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE
0352294D,CENTRE HOSPITALIER,FONTENOY,35200,RENNES,035,200,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE
0352499B,CTRE HOSPITALIER REGIONAL UNIV,PONTCHAILLOU RENNES,35033,RENNES CEDEX 9,035,200,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE
0352597H,HOPITAL DE JOUR,NOMINOE G REGNIER,35600,REDON,035,200,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE
0352677V,HOPITAL DE JOUR,CH GUILLAUME REGNIER RENNES CT,35300,FOUGERES,035,200,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE
0352685D,HOPITAL DE JOUR,CH GUILLAUME REGNIER RENNES,35580,GUICHEN,035,200,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE
0352816W,HOPITAL DE JOUR,LA CLAIRIERE,35500,VITRE,035,200,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE
0360779B,ETABLISSEMENT HOSPITALIER,SECTEUR PSYCH.INFANTO-JUVÉNILE,36000,CHATEAUROUX,036,200,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE
0371241Y,SERVICE PEDO. PSY. HOPITAL,BRETONNEAU,37044,TOURS CEDEX 9,037,200,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE
0371332X,ETABLISSEMENT HOSPITALIER,HOPITAL JOUR ENFANTS CHARPRAIE,37170,CHAMBRAY LES TOURS,037,200,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE
0371349R,ETABLISSEMENT HOSPITALIER,CLOCHEVILLE,37044,TOURS CEDEX 9,037,200,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE
0371778G,CENTRE HOSPITALIER DU CHINONAI,CENTRE ORESTE,37000,TOURS,037,200,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE
0371784N,CENTRE HOSPITALIER,HOPITAL DE JOUR ADULTES,37502,CHINON CEDEX,037,200,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE
0371785P,CENTRE HOSPITALIER,CHIC ROBERT DEBRE,37403,AMBOISE CEDEX,037,200,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE
0381021D,ETABLISSEMENT HOSPITALIER,SPECIALISE,38120,ST EGREVE,038,200,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE
0381600H,ETABLISSEMENT HOSPITALIER,ECOLE HOSPITALIERE,38043,GRENOBLE CEDEX 9,038,200,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE
0382524M,ETABLISSEMENT HOSPITALIER,LUCIEN HUSSEL,38201,VIENNE CEDEX,038,200,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE
0382661L,ETABLISSEMENT HOSPITALIER,HOPITAL DE JOUR POUR ENFANTS,38500,COUBLEVIE,038,200,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE
0382695Y,ETABLISSEMENT HOSPITALIER,CENTRE DE JOUR POUR ENFANTS,38300,BOURGOIN JALLIEU,038,200,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE
0383039X,ETABLISSEMENT HOSPITALIER,HOPITAL DE JOUR POUR ENFANTS,38110,LA TOUR DU PIN,038,200,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE
0390958E,HOPITAL DE JOUR,NORD JURA PHAR'EN DOLE,39100,DOLE,039,200,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE
0400021F,ETABLISSEMENT HOSPITALIER,CMP J.SARRAILH AN CLG.G.CRAMPE,40800,AIRE SUR L ADOUR,040,200,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE
0400840W,ETABLISSEMENT HOSPITALIER,,40012,MONT DE MARSAN CEDEX,040,200,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE
0401023V,HOPITAL DE JOUR DAX,,40107,DAX CEDEX,040,200,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE
0401079F,CENTRE HOSPITALIER DE MONT DE,CENTRE DES TROUBLES DES APPREN,40024,MONT DE MARSAN CEDEX,040,200,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE
0401089S,CENTRE HOSPITALIER DE DAX,CENTRE DES TROUBLES DES APPREN,40100,DAX,040,200,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE
0411039G,CENTRE HOSPITALIER,SIMONE VEIL,41016,BLOIS CEDEX,041,200,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE
0411056A,CENTRE HOSPITALIER,ROMORANTIN-LANTHENAY,41200,ROMORANTIN LANTHENAY,041,200,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE
0421553K,ETABLISSEMENT HOSPITALIER,CLASSE HOPITAL - HOPITAL NORD,42270,ST PRIEST EN JAREZ,042,200,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE
0421634Y,ETABLISSEMENT HOSPITALIER,SERVICE DE PEDOPSYCHIATRIE,42000,ST ETIENNE,042,200,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE
0421816W,ETABLISSEMENT HOSPITALIER,CLASSE THERAPEUTIQUE SOLAURE,42100,ST ETIENNE,042,200,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE
0422083L,ETABLISSEMENT HOSPITALIER,HOPITAL DE JOUR MATEL,42300,ROANNE,042,200,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE
0422288J,CLASSE HOPITAL BELLEVUE,CLASSE HOPITAL BELLEVUE,42100,ST ETIENNE,042,200,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE
0430860B,ETABLISSEMENT HOSPITALIER,ECOLE PUBLIQUE SPECIALISEE,43001,LE PUY EN VELAY CEDEX,043,200,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE
0431033P,HOPITAL DE JOUR INFANTO JUVENI,MONISTROL-SUR-LOIRE,43120,MONISTROL SUR LOIRE,043,200,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE
0431034R,HOPITAL DE JOUR INFANTO JUVENI,BRIOUDE,43100,BRIOUDE,043,200,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE
0441025A,ETABLISSEMENT HOSPITALIER,CENTRE MARIN DE PEN BRON,44420,LA TURBALLE,044,200,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE
0441538H,ETABLISSEMENT HOSPITALIER,SERV PEDOPSYCHIATRIE STNAZAIRE,44606,ST NAZAIRE CEDEX,044,200,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE
0441708T,ETABLISSEMENT HOSPITALIER,GEORGES DAUMEZON,44342,BOUGUENAIS CEDEX,044,200,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE
0441880E,ETABLISSEMENT HOSPITALIER,SERV.INFANTO-JUVENILE DU C.H.R,44100,NANTES,044,200,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE
0442045J,ETABLISSEMENT HOSPITALIER,C H R  HOPITAL MERE ET ENFANT,44093,NANTES CEDEX 1,044,200,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE
0442301M,ETABLISSEMENT HOSPITALIER,,44130,BLAIN,044,200,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE
0442303P,ETABLISSEMENT HOSPITALIER,SERVICE DE PEDO PSYCHIATRIE,44110,CHATEAUBRIANT,044,200,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE
0442341F,ETABLISSEMENT HOSPITALIER,HOPITAL DE JOUR,44000,NANTES,044,200,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE
0442369L,ETABLISSEMENT HOSPITALIER,HOPITAL DE JOUR,44600,ST NAZAIRE,044,200,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE
0442370M,ETABLISSEMENT HOSPITALIER,CENTRE PSYTHERAPIQUE SECTEUR V,44323,NANTES CEDEX 3,044,200,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE
0442678X,ETABLISSEMENT HOSPITALIER,,44200,NANTES,044,200,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE
0451059G,ETABLISSEMENT HOSPITALIER,HOPITAL DE JOUR CHEVALDONNE,45000,ORLEANS,045,200,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE
0451321S,CTR HOSPITALIER DEPARTEMENTAL,G DAUMEZON,45402,FLEURY LES AUBRAIS CEDEX,045,200,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE
0451673Z,ETABLISSEMENT HOSPITALIER,CHRO MADELEINE,45032,ORLEANS CEDEX 1,045,200,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE
0451749G,ETABLISSEMENT HOSPITALIER,CHR ORLEANS LA SOURCE,45100,ORLEANS,045,200,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE
0460591T,ETABLISSEMENT HOSPITALIER,SECTION POUR ENFANTS,46120,LEYME,046,200,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE
0460686W,ETABLISSEMENT HOSPITALIER,,46300,GOURDON,046,200,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE
0460687X,ETABLISSEMENT HOSPITALIER,,46000,CAHORS,046,200,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE
0470663R,ETABLISSEMENT HOSPITALIER,CENTRE DE JOUR LES 3 ROSIERS,47000,AGEN,047,200,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE
0470848S,ETABLISSEMENT HOSPITALIER,CENTRE DE JOUR L'ARAUCARIA,47300,VILLENEUVE SUR LOT,047,200,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE
0470938P,ETABLISSEMENT HOSPITALIER,CENTRE DE JOUR LES OYATS,47200,MARMANDE,047,200,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE
0470949B,ETABLISSEMENT HOSPITALIER,CENTRE DE JOUR LES CAFANILHS,47500,FUMEL,047,200,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE
0471006N,RESEDA,RESEDA AGEN,47000,AGEN,047,200,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE
0471011U,CADS,CADS,47000,AGEN,047,200,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE
0480498F,ETABLISSEMENT HOSPITALIER,SERVICE D ENFANTS,48120,ST ALBAN SUR LIMAGNOLE,048,200,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE
0491733T,UNITE ENSEIGNEMENT R MISES,CENTRE ROGER MISES,49000,ANGERS,049,200,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE
0491898X,UNITE D'ENSEIGNEMENT,HOPITAL DE JOUR,49300,CHOLET,049,200,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE
0492131A,ECOLE DU C.H.U.,,49933,ANGERS CEDEX 9,049,200,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE
0492425V,UNITE D'ENSEIGNEMENT,HOPITAL DE JOUR,49400,SAUMUR,049,200,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE
0501282X,ETABLISSEMENT HOSPITALIER,DE PONTORSON,50170,PONTORSON,050,200,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE
0501544G,ETABLISSEMENT HOSPITALIER,PÔLE RESSOURCES ENFANCE,50100,CHERBOURG EN COTENTIN,050,200,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE
0501563C,ETABLISSEMENT HOSPITALIER,SECTION MEDICO-PEDAGOGIQUE,50500,CARENTAN,050,200,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE
0501866G,ETABLISSEMENT HOSPITALIER,HOPITAL PASTEUR,50100,CHERBOURG EN COTENTIN,050,200,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE
0501982H,ETABLISSEMENT  HOSPITALIER,ST HILAIRE DU HARCOUET,50600,ST HILAIRE DU HARCOUET,050,200,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE
0501983J,ETABLISSEMENT HOSPITALIER,AVRANCHES,50300,AVRANCHES,050,200,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE
0502012R,HOPITAL MEMORIAL,,50000,ST LO,050,200,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE
0510544P,ETABLISSEMENT HOSPITALIER,HOP. AMERICAIN,51092,REIMS CEDEX,051,200,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE
0511830M,ETABLISSEMENT HOSPITALIER,HOP. ROBERT DEBRE,51100,REIMS,051,200,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE
0511842A,ETABLISSEMENT HOSPITALIER,HOP. CENTRE DE JOUR L. CAROLL,51000,CHALONS EN CHAMPAGNE,051,200,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE
0511945M,ETABLISSEMENT HOSPITALIER,HOP. CENTRE DE JOUR WINNICOTT,51200,EPERNAY,051,200,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE
0520887G,CENTRE HOSPITALIER HAUTE-MARNE,CENTRE DES LACHATS,52100,ST DIZIER,052,200,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE
0521009P,INSTITUT EDUCATION SENSORIELLE,IES J CRESSOT,52000,CHAUMONT,052,200,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE
0521070F,ETABLISSEMENT HOSPITALIER,HOPITAL DE JOUR,52000,CHAUMONT,052,200,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE
0521071G,ETABLISSEMENT HOSPITALIER,HOPITAL DE JOUR,52200,LANGRES,052,200,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE
0530871J,ECOLE CMP - HOPITAL DE JOUR,,53015,LAVAL CEDEX,053,200,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE
0541851U,ETABLISSEMENT HOSPITALIER,EC.SPEC.CTRE.PSYCHOTH.DE NANCY,54521,LAXOU CEDEX,054,200,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE
0541934J,ETABLISSEMENT HOSPITALIER,ECOLE DES ENFANTS HOSPITALISES,54511,VANDOEUVRE LES NANCY CEDEX,054,200,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE
0541936L,ETABLISSEMENT HOSPITALIER,,54000,NANCY,054,200,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE
0550773S,ETABLISSEMENT HOSPITALIER,CENTRE HOSPITALIER SPECIALISE,55000,FAINS VEEL,055,200,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE
0550899D,ETABLISSEMENT HOSPITALIER,CENTRE CHANTERAINE PEDO PSYCH,55107,VERDUN CEDEX,055,200,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE
0560847S,ETABLISSEMENT HOSPITALIER,LESVELLES CENT PSYCHOTHERAP,56890,ST AVE,056,200,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE
0561365E,HOPITAL,ECOLE DES CPEA,56850,CAUDAN,056,200,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE
0561449W,ETABLISSEMENT HOSPITALIER,CENTRE HOSPITALIER,56000,VANNES,056,200,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE
0561542X,HOPITAL,ECOLE DES CPEA,56000,VANNES,056,200,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE
0572745Z,CTRE HOSPITALIER DE JURY,CENTRE HOSPITALIER SPECIALISE,57000,METZ,057,200,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE
0572806R,ETABLISSEMENT HOSPITALIER,CENTRE HOSPITALIER SPECIALISE,57200,SARREGUEMINES,057,200,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE
0573074G,ETABLISSEMENT HOSPITALIER,HOPITAL DE JOUR (SIS A YUTZ),57126,THIONVILLE CEDEX,057,200,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE
0573084T,ETABLISSEMENT HOSPITALIER,HOPITAL BON SECOURS,57000,METZ,057,200,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE
0573181Y,ETABLISSEMENT HOSPITALIER,ECOLE DES ENFANTS MALADES,57804,FREYMING MERLEBACH CEDEX,057,200,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE
0573182Z,ETABLISSEMENT HOSPITALIER,HOPITAL BEL AIR SERVICE 53,57100,THIONVILLE,057,200,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE
0573591U,ETABLISSEMENT HOSPITALIER,ECOLE DES ENFANTS MALADES,57500,ST AVOLD,057,200,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE
0580750A,CENTRE HOSPITALIER,ECOLE SPECIALISEE,58000,NEVERS,058,200,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE
0580975V,HOPITAL DE JOUR-ECOLE SPECIALE,,58000,NEVERS,058,200,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE
0590520V,ETABLISSEMENT HOSPITALIER,CPIJ EPSM CENTRE VULLIEN,59487,ARMENTIERES CEDEX,059,200,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE
0592594Z,ETABLISSEMENT HOSPITALIER,HOP MARITIME VANCAUWENBERGHE,59123,ZUYDCOOTE,059,200,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE
0592727U,ETABLISSEMENT HOSPITALIER,CTRE LILLOIS REEDUCATION PROF,59000,LILLE,059,200,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE
0595000P,ETABLISSEMENT HOSPITALIER,HOPITAL DE JOUR LE REGAIN,59350,ST ANDRE LEZ LILLE,059,200,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE
0595348T,ETABLISSEMENT HOSPITALIER,INST.REG.FORM.PROMO.PERS.SANTE,59037,LILLE CEDEX,059,200,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE
0595484R,ETABLISSEMENT HOSPITALIER,HOPITAL DE JOUR POUR ENFANTS L,59491,VILLENEUVE D ASCQ,059,200,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE
0595590F,ETABLISSEMENT HOSPITALIER,USNB PSYCHIATRIE HOP FONTAN,59037,LILLE CEDEX,059,200,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE
0595698Y,ETABLISSEMENT HOSPITALIER,PROVO PAVILLON PEDIATRIE,59100,ROUBAIX,059,200,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE
0595775G,ETABLISSEMENT HOSPITALIER,HOPITAL JOUR LES PETITS CYGNES,59540,CAUDRY,059,200,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE
0595776H,ETABLISSEMENT HOSPITALIER,HOPITAL JOUR BENJAMIN BRITTEN,59220,DENAIN,059,200,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE
0595815A,ETABLISSEMENT HOSPITALIER,HOP. DE PSYCHOTHERAPIE DE JOUR,59322,VALENCIENNES CEDEX,059,200,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE
0596006H,ETABLISSEMENT HOSPITALIER,CENTRE CHATEAU MAINTENON,59600,MAUBEUGE,059,200,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE
0596165F,ETABLISSEMENT HOSPITALIER,HOPITAL DE JOUR ARC EN CIEL,59100,ROUBAIX,059,200,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE
0596259H,ETABLISSEMENT HOSPITALIER,INSTITUT DE FORMATION DU CHRU,59037,LILLE CEDEX,059,200,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE
0596308L,ETABLISSEMENT HOSPITALIER,LES ORANGES BLEUES,59190,HAZEBROUCK,059,200,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE
0596372F,ETABLISSEMENT HOSPITALIER,CENTRE PSYCHOTHERAPIQUE ENF-AD,59500,DOUAI,059,200,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE
0596383T,ETABLISSEMENT HOSPITALIER,HOPITAL JEANNE DE FLANDRE,59000,LILLE,059,200,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE
0596398J,ETABLISSEMENT HOSPITALIER,ST VINCENT DE PAUL - SERV PEDI,59020,LILLE CEDEX,059,200,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE
0596421J,ETABLISSEMENT HOSPITALIER,CENTRE HOSPITALIER SAMBRE-AVES,59600,MAUBEUGE,059,200,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE
0596435Z,ETABLISSEMENT HOSPITALIER,CENTRE DE VALENCIENNES,59300,VALENCIENNES,059,200,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE
0596502X,ETABLISSEMENT HOSPITALIER,CENTRE HOSPITALIER DE TOURCOIN,59208,TOURCOING CEDEX,059,200,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE
0596729U,HOPITAL DE JOUR,ODYSSE PEDOPSYCHIATRIE,59000,LILLE,059,200,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE
0596768L,HOPITAL DE JOUR,MOSAIQUES PEDOPSYCHIATRIE,59000,LILLE,059,200,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE
0596912T,ETABLISSEMENT HOSPITALIER,HOPITAL DE JOUR POUR ENFANTS E,59440,AVESNELLES,059,200,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE
0596968D,CENTRE DE RESSOURCES AUTISMES,DU NORD PAS DE CALAIS,59120,LOOS,059,200,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE
0596993F,CENTRE HOSPITALIER O LAMBRET,,59020,LILLE CEDEX,059,200,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE
0597017G,CENTRE PSYCHOTHERAPIQUE DE JOU,,59230,ST AMAND LES EAUX,059,200,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE
